url_hash,title,url,seendate,domain,language,sourcecountry,query_keyword,query_group,collect_date,kg_entities,kg_match_count,relevance,topic,category
b6725d6ad31482dafd335527b939a4e0,Iran warns of  decisive response  to any European naval deployment in Strait of Hormuz,https://www.globalsecurity.org/wmd/library/news/iran/2026/05/iran-260510-presstv05.htm,20260511T111500Z,globalsecurity.org,English,Syria,Gulf of Aden,D1_초크포인트,2026-05-11,,0,HIGH,Hormuz strait tension,1_Security
791d9af1e660dd57e0252966517ffb0e,"South Korean vessel fire in Hormuz caused by external strikes , government says",https://www.stripes.com/theaters/asia_pacific/2026-05-11/namu-hormuz-iran-south-korea-trump-21636845.html,20260511T110000Z,stripes.com,English,United States,South Korea,D9_한국,2026-05-11,,0,HIGH,Hormuz vessel fire,1_Security
a5ca2bd9b116bfe33df6ee32e96ec54b,"Trump Rejects Iran Ceasefire Proposal : Gulf Truce at Risk , Strait of Hormuz and Oil Markets on Edge",https://gulfnews.com/world/mena/back-to-the-brink-what-happens-next-after-trump-rejects-iran-proposal-1.500536417,20260511T104500Z,gulfnews.com,English,United Arab Emirates,Iran military,D7_행위자,2026-05-11,,0,HIGH,"Hormuz strait risk, oil markets",5_EconFinance
5be7491a21304882e39f67c74f38532d,Oil soars as Trump rejects Iran terms,https://www.omanobserver.om/article/1189432/business/markets/oil-soars-as-trump-rejects-irans-terms,20260511T103000Z,omanobserver.om,English,Oman,blockade,D6_교란행위,2026-05-11,,0,HIGH,Oil price surge,5_EconFinance
cdba32a5b693b0b8d408999d942d9455,"South Korea Condemns Attack on Cargo Ship in Strait of Hormuz , Vows Response",https://english.aawsat.com/world/5271867-south-korea-condemns-attack-cargo-ship-strait-hormuz-vows-response,20260511T100000Z,english.aawsat.com,English,Syria,South Korea,D9_한국,2026-05-11,,0,HIGH,Hormuz attack,1_Security
b4dd345965c592ac4389d5fd32c9ae84,South Korean Airlines Cut Flights Amid Soaring Oil Prices,https://english.aawsat.com/business/5271844-south-korean-airlines-cut-flights-amid-soaring-oil-prices,20260511T100000Z,english.aawsat.com,English,Syria,South Korea,D9_한국,2026-05-11,,0,HIGH,Oil price impact,5_EconFinance
24109d08534607ad5436af743c99f75d,India - bound fertilizer shipment scrapped over Iran origin risk,https://economictimes.indiatimes.com/news/economy/foreign-trade/india-bound-fertilizer-shipment-scrapped-over-iran-origin-risk/articleshow/131010012.cms,20260511T100000Z,economictimes.indiatimes.com,English,India,petrochemical,D2_품목,2026-05-11,,0,HIGH,Fertilizer disruption,10_OtherIndustry
bcc442d51795597a99e0625bcd8fb704,Trump rejects Iran response to US peace proposal as  unacceptable  ,https://www.emirates247.com/world/trump-rejects-iran-response-to-us-peace-proposal-as-unacceptable/1488,20260511T093000Z,emirates247.com,English,United Arab Emirates,blockade,D6_교란행위,2026-05-11,,0,HIGH,US-Iran peace talks,1_Security
88c3bbd85ea714331b3c2c588160f7b3,South Korea condemns attack on cargo ship in Strait of Hormuz,https://www.emirates247.com/world/south-korea-condemns-attack-on-cargo-ship-in-strait-of-hormuz/1493,20260511T093000Z,emirates247.com,English,United Arab Emirates,South Korea,D9_한국,2026-05-11,,0,HIGH,Hormuz attack,1_Security
66b0f07f525931e9c8b8a11e86c0916b,US Awaits Iranian Response After Hormuz Clashes Strain Ceasefire,https://www.marketscreener.com/news/us-awaits-iranian-response-after-hormuz-clashes-strain-ceasefire-ce7f5bd8df80ff26,20260511T090000Z,marketscreener.com,English,,blockade,D6_교란행위,2026-05-11,,0,HIGH,Hormuz clashes ceasefire,1_Security
d064787ec3189ed07b287cc7b4de7574,Large tanker left Strait of Hormuz on Iran designated route Iranian report,https://en.apa.az/asia/large-tanker-left-strait-of-hormuz-on-irans-designated-route-iranian-report-505387,20260511T090000Z,en.apa.az,English,Azerbaijan,VLCC tanker,D4_운송,2026-05-11,,0,HIGH,Hormuz tanker transit,7_Shipping
78da56cfd15cb31bfc3578e6fc0f8615,Iran demands total control of Hormuz and war reparations : Trump brands Iranian response,https://www.bankingnews.gr/diethni/articles/874239/iran-demands-total-control-of-hormuz-and-war-reparations-trump-brands-iranian-response-unacceptable,20260511T083000Z,bankingnews.gr,English,Greece,blockade,D6_교란행위,2026-05-11,,0,HIGH,Iran Hormuz control demands,1_Security
e483562f5add697fea3dce103e514855,Asia braces for second wave of energy shocks from Iran war,https://www.thehindu.com/business/Economy/asia-braces-for-second-wave-of-energy-shocks-from-iran-war/article70964579.ece,20260511T073000Z,thehindu.com,English,India,shortage,D6_교란행위,2026-05-11,,0,HIGH,Iran energy shocks,1_Security
a0edff653a093bae202f59c4a0fa4961,"UK , France to host multinational meeting on mission to escort ships through Hormuz",https://www.thehindubusinessline.com/news/world/uk-france-to-host-multinational-meeting-on-mission-to-escort-ships-throughhormuz/article70964607.ece,20260511T073000Z,thehindubusinessline.com,English,India,blockade,D6_교란행위,2026-05-11,,0,HIGH,Hormuz escort mission,1_Security
f2635ec31cc0fd2d4caf9d0317e9078b,  Totally unacceptable : Trump lambasts Iran response to peace proposal - The Week,https://www.theweek.in/news/middle-east/2026/05/11/totally-unacceptable-trump-lambasts-irans-response-to-peace-proposal.html,20260511T064500Z,theweek.in,English,India,blockade,D6_교란행위,2026-05-11,,0,HIGH,US-Iran tensions,1_Security
9aff05fe5fc2af6b7d0c3435dd997bb3,Closer examination needed of strike on South Korean vessel in Strait of Hormuz : Seoul,https://aa.com.tr/en/asia-pacific/closer-examination-needed-of-strike-on-south-korean-vessel-in-strait-of-hormuz-seoul/3933372,20260511T063000Z,aa.com.tr,English,Turkey,South Korea,D9_한국,2026-05-11,,0,HIGH,Hormuz vessel strike,1_Security
f8b064461d4d76cf85e0ac03203fefe8,Government details who critical fuel users would be if oil crisis worsens,https://www.interest.co.nz/public-policy/138465/fuel-limits-government-outlines-who-critical-fuel-users-would-be-if-oil-crisis,20260511T061500Z,interest.co.nz,English,New Zealand,freight,D4_운송,2026-05-11,,0,HIGH,Oil crisis fuel users,10_OtherIndustry
58baa9ed902f6306ef1fea6fbe156f87,Trump Rejects Iran Proposal as Strait of Hormuz Crisis Pushes Oil Prices Higher,http://www.econotimes.com/Trump-Rejects-Iran-Proposal-as-Strait-of-Hormuz-Crisis-Pushes-Oil-Prices-Higher-1741317,20260511T061500Z,econotimes.com,English,United States,blockade,D6_교란행위,2026-05-11,,0,HIGH,Hormuz crisis oil,5_EconFinance
63dfe81a0e4c51b63ba68c3ce6484de5,South Korea main Oppn slams govt for not identifying Iran behind attack on cargo vessel,https://morungexpress.com/south-koreas-main-oppn-slams-govt-for-not-identifying-iran-behind-attack-on-cargo-vessel,20260511T061500Z,morungexpress.com,English,India,South Korea,D9_한국,2026-05-11,,0,HIGH,Iran attack response,1_Security
fd693c34168e139de44cbfc8eed6c406,Trump heads to China to confront Xi over support for Iran : Why Beijing holds more power than ever,https://www.moneycontrol.com/world/trump-heads-to-china-to-confront-xi-over-support-for-iran-why-beijing-holds-more-power-than-ever-explained-article-13914805.html,20260511T061500Z,moneycontrol.com,English,India,rare earth,D2_품목,2026-05-11,,0,HIGH,Trump-Xi Iran oil support,1_Security
0f9b8fe228b065f60017ae2d43580d5a,"Trump Rejects Iran Peace Offer , Brent Crude Surges 4 % To $105 . 5 , Asian Markets Mixed",https://www.freepressjournal.in/business/trump-rejects-iran-peace-offer-brent-crude-surges-4-to-1055-asian-markets-mixed,20260511T060000Z,freepressjournal.in,English,India,rare earth,D2_품목,2026-05-11,,0,HIGH,Iran oil surge,5_EconFinance
c47894e92ec4dd8235e96696e89ff1f4,"UK , France to host defence ministers meeting on Hormuz",https://www.freemalaysiatoday.com/category/world/2026/05/11/uk-france-to-host-defence-ministers-meeting-on-hormuz,20260511T054500Z,freemalaysiatoday.com,English,Malaysia,blockade,D6_교란행위,2026-05-11,,0,HIGH,Hormuz defense ministers meeting,1_Security
8b3114909ccb059686f29a2bb5201a50,"Iran US War News Live Updates : Trump rejects Iran response to US proposal to end war , Israel attacks Lebanon , Crude oil prices surge Today Latest updates",https://indianexpress.com/article/world/us-news/iran-us-war-news-live-updates-donald-trump-hormuz-live-updates-10683279/,20260511T054500Z,indianexpress.com,English,India,Iran military,D7_행위자,2026-05-11,,0,HIGH,"Iran-US tensions, oil prices",5_EconFinance
999309f1fe0952940fc35ebf546088ac,Second suspected oil slick near Iran raises fears of major disaster in vital global oil corridor,https://www.yahoo.com/news/articles/second-suspected-oil-slick-near-232315973.html,20260511T050000Z,yahoo.com,English,United States,pipeline,D3_인프라,2026-05-11,,0,HIGH,Oil slick Iran,10_OtherIndustry
45d515c87ea1c4ec8e2e64c8f74bd124,"  Totally unacceptable : Trump rejects Iran peace response , warns of striking remaining 30 % targets",https://www.businesstoday.in/world/story/totally-unacceptable-trump-rejects-irans-peace-response-warns-of-striking-remaining-30-targets-530720-2026-05-11,20260511T043000Z,businesstoday.in,English,India,Iran military,D7_행위자,2026-05-11,,0,HIGH,Iran conflict escalation,1_Security
5e80e373dd19aba9d0411f3796f3246e,Oil gains almost 3 % amid fears of prolonged disruption in Gulf shipping route,https://www.geo.tv/latest/663786-oil-gains-almost-3-amid-fears-of-prolonged-disruption-in-gulf-shipping-route,20260511T043000Z,geo.tv,English,Pakistan,oil storage,D3_인프라,2026-05-11,,0,HIGH,Gulf shipping disruption,3_Freight
63cf81beb7e2ec64ff832ffb59a5403f,Oil prices today : Crude jumps after Trump rejects Iran latest offer ; Strait of Hormuz remains shut,https://timesofindia.indiatimes.com/business/international-business/oil-prices-today-crude-jumps-after-trump-rejects-irans-latest-offer-strait-of-hormuz-remains-shut/articleshow/131002228.cms,20260511T040000Z,timesofindia.indiatimes.com,English,India,pipeline,D3_인프라,2026-05-11,,0,HIGH,Hormuz Strait Closure,1_Security
f1cc6b2cbd826fb2a70c1c169cbe2927,US Iran war news LIVE : Oil jumps over $105 per barrel amid Hormuz crisis as Trump rejects Iran proposal response,https://www.hindustantimes.com/world-news/us-iran-war-news-live-updates-trump-proposal-tehran-strait-of-hormuz-uae-dubai-ceasefire-israel-netanyahu-latest-news-101778462313541.html,20260511T040000Z,hindustantimes.com,English,India,blockade,D6_교란행위,2026-05-11,,0,HIGH,Oil price Hormuz crisis,5_EconFinance
999da37394134f9dbb709a6420ab913e,Saudi oil giant Aramco sees 25 % jump in Q1 profit after shifting exports from Strait of Hormuz,https://www.twincities.com/2026/05/10/saudi-oil-giant-aramco-sees-25-jump-in-q1-profit-after-shifting-exports-from-strait-of-hormuz/,20260511T033000Z,twincities.com,English,United States,fertilizer,D2_품목,2026-05-11,,0,HIGH,Hormuz export shift,3_Freight
bddd345843137c27d4bbfca093d4a603,"Iran seeks compensation from US , stresses sovereignty over Strait of Hormuz : Report",https://aa.com.tr/en/middle-east/iran-seeks-compensation-from-us-stresses-sovereignty-over-strait-of-hormuz-report/3933351,20260511T020000Z,aa.com.tr,English,Turkey,blockade,D6_교란행위,2026-05-11,,0,HIGH,Hormuz Strait sovereignty,1_Security
5772f179d33754cd61bb3a7321581ac2,Iran responds to US ceasefire proposal as drones target Gulf nations,https://www.abc15.com/us-news/iran-war/iran-responds-to-us-ceasefire-proposal-as-drones-target-gulf-nations,20260511T020000Z,abc15.com,English,United States,fertilizer,D2_품목,2026-05-11,,0,HIGH,Iran drones Gulf,1_Security
6c3b9ee006b9f550717f96c2d8bbe67c,Trump : Iran Response to US Proposal Is  Totally Unacceptable  ,https://news.antiwar.com/2026/05/10/trump-irans-response-to-us-proposal-is-totally-unacceptable/,20260511T013000Z,news.antiwar.com,English,United States,blockade,D6_교란행위,2026-05-11,,0,HIGH,Iran-US negotiations,1_Security
5dca041f930fc9e66de9225a840d3ac2,The Strait of Hormuz crisis shows energy security is now a boardroom issue,https://finance.yahoo.com/sectors/energy/articles/strait-hormuz-crisis-shows-energy-205900947.html,20260511T011500Z,finance.yahoo.com,English,United States,freight,D4_운송,2026-05-11,,0,HIGH,Hormuz Crisis,1_Security
4c07bc9a5280f834c0b09290a4eccc91,"Iran draft proposal for U . S . talks demands ending war , removing sanctions , lifting naval blockade -- media",https://www.globaltimes.cn/page/202605/1360696.shtml,20260511T011500Z,globaltimes.cn,English,China,blockade,D6_교란행위,2026-05-11,,0,HIGH,Iran sanctions naval blockade,1_Security
2f94f219dc37e9e66a894f90abc6d203,"Iran draft proposal for US talks demands ending war , removing sanctions , lifting naval blockade",http://usa.chinadaily.com.cn/a/202605/11/WS6a011160a310d6866eb47cc2.html,20260511T011500Z,usa.chinadaily.com.cn,English,China,blockade,D6_교란행위,2026-05-11,,0,HIGH,Iran sanctions naval blockade,1_Security
07b7b6f899918bfd005f9afb3cef6267,"Trump , Tehran and a Qatari tanker transit : here what happened overnight",https://www.scmp.com/news/china/diplomacy/article/3353073/trump-tehran-and-qatari-tanker-transit-heres-what-happened-overnight,20260511T011500Z,scmp.com,English,China,blockade,D6_교란행위,2026-05-11,,0,HIGH,Qatari tanker Hormuz transit,7_Shipping
6167c608a3dca99ed78a66e58c9387a3,Vessel Strike May Reshape Seoul Hormuz Mission Stance,https://www.newkerala.com/news/a/confirmed-vessel-strike-may-reshape-seouls-stance-joining-971.htm,20260511T004500Z,newkerala.com,English,India,Gulf of Aden,D1_초크포인트,2026-05-11,,0,HIGH,Hormuz mission stance,1_Security
e78fdcb804556fa9f4f756c1f6d6795c,"Seoul says  external strike  hit HMM vessel in Hormuz , stops short of assigning blame",https://www.koreaherald.com/article/10734787,20260511T001500Z,koreaherald.com,English,South Korea,South Korea,D9_한국,2026-05-11,,0,HIGH,HMM vessel strike Hormuz,1_Security
b188f9337c3bd091b688f761edcb06bf,British military says ship caught fire after being hit off coast of Qatar,https://www.wzzm13.com/article/syndication/associatedpress/british-military-says-ship-caught-fire-after-being-hit-off-coast-of-qatar/616-0cec85be-5e15-489e-9765-1cbb3eff17d0,20260511T001500Z,wzzm13.com,English,United States,fertilizer,D2_품목,2026-05-11,,0,HIGH,Ship attack Qatar,1_Security
7c156d64c59af4cf93d05cbcdd769f02,Confirmed vessel strike may shift Seoul stance on US - led Hormuz mission : experts,https://www.koreatimes.co.kr/world/20260511/confirmed-vessel-strike-may-shift-seoul-stance-on-us-led-hormuz-mission-experts,20260511T001500Z,koreatimes.co.kr,English,South Korea,Gulf of Aden,D1_초크포인트,2026-05-11,,0,HIGH,Hormuz mission stance,1_Security
d8e2aacfee7ba97cf5f2f81e2a852fda,Confirmed strike on vessel may reshape Seoul stance on joining US - led Hormuz mission : experts,https://www.koreaherald.com/article/10734795,20260511T001500Z,koreaherald.com,English,South Korea,Gulf of Aden,D1_초크포인트,2026-05-11,,0,HIGH,Hormuz mission stance,1_Security
5e0af69a6375b0377592c297335ee42f,Oil Jumps After Trump Says Iran Peace Offer Is  Unacceptable  ,https://finance.yahoo.com/sectors/energy/articles/oil-jumps-trump-says-iran-220233057.html,20260511T001500Z,finance.yahoo.com,English,United States,shipping attack,D6_교란행위,2026-05-11,,0,HIGH,Oil price spike Iran,5_EconFinance
c3606aa5dc95dbeab4bb85c2c18bb7db,"Second suspected oil slick detected near Iran Kharg Island , UN warns of disaster",https://www.foxnews.com/world/second-suspected-oil-slick-near-iran-raises-fears-major-disaster-vital-global-oil-corridor,20260511T000000Z,foxnews.com,English,United States,pipeline,D3_인프라,2026-05-11,,0,HIGH,Oil slick Iran,10_OtherIndustry
88654eed639e35c493e56df879c769dd,"UK , France to host multinational meeting on mission to escort ships through Strait of Hormuz",https://www.businesstimes.com.sg/international/uk-france-host-multinational-meeting-mission-escort-ships-through-strait-hormuz,20260511T000000Z,businesstimes.com.sg,English,Singapore,blockade,D6_교란행위,2026-05-11,,0,HIGH,Hormuz escort mission,1_Security
